Ammonia MQ135,Co2,Alcohol,Methane,Hydrogen Sulfide,LPG,Hydrogen,Ammonia MQ137,label,Time,TVC
2.91,605.18,4392.86,2438.26,15.3,4.96,130.97,0.38,1,4.341666667,4.1675
2.93,605.18,4381.01,2424.42,15.27,4.96,130.86,0.37,1,4.341944444,4.1675
2.92,605.18,4381.01,2431.33,15.25,4.96,130.86,0.36,1,4.342222222,4.1675
2.92,605.18,4381.01,2434.79,15.36,4.95,130.86,0.38,1,4.3425,4.1675
2.93,605.18,4381.01,2434.79,15.42,4.94,130.86,0.38,1,4.342777778,4.1675
2.89,605.18,4404.75,2441.73,15.27,4.94,130.64,0.38,1,4.343055556,4.1675
2.89,605.18,4386.93,2427.87,15.25,4.93,130.75,0.38,1,4.343333333,4.1675
2.95,605.18,4381.01,2431.33,15.3,4.94,130.97,0.38,1,4.343611111,4.1675
2.92,605.18,4392.86,2445.21,15.36,4.95,130.8,0.38,1,4.343888889,4.1675
2.96,605.18,4386.93,2438.26,15.27,4.94,130.91,0.39,1,4.344166667,4.1675
3.03,605.18,4281.58,2445.21,15.33,4.96,130.97,0.38,1,4.344444444,4.1675
2.95,605.18,4410.72,2438.26,15.3,4.96,130.91,0.38,1,4.344722222,4.1675
2.94,605.18,4410.72,2445.21,15.22,4.96,131.02,0.38,1,4.345,4.1675
2.95,605.18,4410.72,2441.73,15.3,4.96,131.02,0.38,1,4.345277778,4.1675
2.93,605.18,4392.86,2438.26,15.25,4.93,130.69,0.38,1,4.345555556,4.1675
2.95,605.18,4404.75,2431.33,15.51,4.95,130.97,0.38,1,4.345833333,4.1675
2.95,605.18,4404.75,2452.17,15.39,4.91,130.75,0.38,1,4.346111111,4.1675
2.95,605.18,4410.72,2445.21,15.33,4.93,130.91,0.38,1,4.346388889,4.1675
2.92,605.18,4416.68,2438.26,15.36,4.93,130.97,0.38,1,4.346666667,4.1675
2.94,605.18,4357.39,2448.69,15.57,4.94,130.97,0.38,1,4.346944444,4.1675
3.06,605.18,4410.72,2445.21,15.36,4.95,130.91,0.38,1,4.347222222,4.1675
2.95,605.18,4410.72,2445.21,15.36,4.95,130.69,0.38,1,4.3475,4.1675
2.96,605.18,4428.64,2445.21,15.42,4.96,130.97,0.38,1,4.347777778,4.1675
2.97,605.18,4422.66,2445.21,15.48,4.96,131.02,0.38,1,4.348055556,4.1675
2.97,605.18,4416.68,2445.21,15.25,4.97,131.02,0.38,1,4.348333333,4.1675
2.99,605.18,4410.72,2487.25,15.22,4.94,131.02,0.38,1,4.348611111,4.1675
2.95,605.18,4416.68,2441.73,15.27,4.96,131.08,0.38,1,4.348888889,4.1675
2.95,605.18,4428.64,2441.73,15.45,4.92,131.41,0.38,1,4.349166667,4.1675
2.88,605.18,4422.66,2438.26,15.57,4.96,130.8,0.38,1,4.349444444,4.1675
2.97,605.18,4416.68,2441.73,15.36,4.96,130.97,0.38,1,4.349722222,4.1675
2.99,605.18,4416.68,2445.21,15.54,4.94,130.97,0.38,1,4.35,4.1675
3.04,605.18,4410.72,2431.33,15.27,4.95,131.02,0.38,1,4.350277778,4.1675
3.28,605.18,4235.62,2445.21,15.6,4.97,131.13,0.38,1,4.350555556,4.1675
3.05,605.18,4501.15,2445.21,15.3,4.94,131.02,0.38,1,4.350833333,4.1675
3.19,605.18,4422.66,2448.69,15.45,4.97,131.24,0.38,1,4.351111111,4.1675
2.99,605.18,4428.64,2452.17,15.42,4.96,131.13,0.37,1,4.351388889,4.1675
3.06,605.18,4440.64,2452.17,15.16,4.95,130.91,0.38,1,4.351666667,4.1675
3.12,605.18,4440.64,2452.17,15.51,4.96,131.19,0.39,1,4.351944444,4.1675
3.12,605.18,4434.64,2438.26,15.42,4.96,131.08,0.38,1,4.352222222,4.1675
3.11,605.18,4446.65,2452.17,15.3,4.96,131.13,0.38,1,4.3525,4.1675
3.11,605.18,4440.64,2455.66,15.45,4.94,131.13,0.36,1,4.352777778,4.1675
2.53,605.18,4440.64,2445.21,15.8,4.96,130.42,0.38,1,4.353055556,4.1675
3.12,605.18,4464.74,2452.17,15.54,4.97,131.13,0.38,1,4.353333333,4.1675
3.1,605.18,4440.64,2455.66,15.36,4.96,131.24,0.38,1,4.353611111,4.1675
2.98,605.18,4452.67,2452.17,15.66,4.96,130.97,0.38,1,4.353888889,4.1675
3.01,605.18,4446.65,2459.15,15.36,4.95,131.19,0.38,1,4.354166667,4.1675
3.12,605.18,4452.67,2445.21,15.39,4.97,131.13,0.38,1,4.354444444,4.1675
3.11,605.18,4464.74,2455.66,15.39,5.01,131.13,0.38,1,4.354722222,4.1675
3.13,605.18,4464.74,2452.17,15.51,4.96,131.24,0.38,1,4.355,4.1675
3.18,605.18,4452.67,2455.66,15.39,4.98,131.19,0.38,1,4.355277778,4.1675
3.21,605.18,4464.74,2459.15,15.66,5.01,131.19,0.38,1,4.355555556,4.1675
3.1,605.18,4458.7,2466.15,15.51,4.96,131.3,0.37,1,4.355833333,4.1675
3.13,605.18,4464.74,2459.15,15.48,4.99,131.24,0.38,1,4.356111111,4.1675
3.15,605.18,4452.67,2459.15,15.45,4.98,131.3,0.39,1,4.356388889,4.1675
3.19,605.18,4470.78,2459.15,15.3,5,131.3,0.38,1,4.356666667,4.1675
3.14,605.18,4476.84,2445.21,15.51,5,131.19,0.38,1,4.356944444,4.1675
3.21,605.18,4464.74,2462.65,15.51,4.98,131.3,0.38,1,4.357222222,4.1675
3.16,605.18,4488.98,2459.15,15.63,4.96,131.3,0.38,1,4.3575,4.1675
2.96,605.18,4458.7,2452.17,15.51,4.96,131.3,0.38,1,4.357777778,4.1675
2.95,605.18,4464.74,2455.66,15.07,4.99,131.41,0.38,1,4.358055556,4.1675
2.96,605.18,4495.06,2452.17,15.63,4.98,131.19,0.38,1,4.358333333,4.1675
2.93,605.18,4476.84,2455.66,15.25,5,131.08,0.32,1,4.358611111,4.1675
2.95,605.18,4488.98,2466.15,15.48,4.96,131.19,0.38,1,4.358888889,4.1675
2.95,605.18,4488.98,2452.17,15.51,4.98,131.13,0.38,1,4.359166667,4.1675
2.95,605.18,4476.84,2452.17,15.36,4.97,131.41,0.39,1,4.359444444,4.1675
2.96,605.18,4470.78,2466.15,15.36,4.96,131.24,0.38,1,4.359722222,4.1675
2.96,605.18,4476.84,2459.15,15.27,4.97,131.3,0.38,1,4.36,4.1675
2.99,605.18,4476.84,2459.15,15.51,4.99,131.35,0.38,1,4.360277778,4.1675
2.97,605.18,4381.01,2455.66,15.77,4.97,131.41,0.38,1,4.360555556,4.1675
4.38,605.18,4464.74,2473.17,15.48,4.97,131.35,0.38,1,4.360833333,4.1675
2.98,605.18,4513.35,2462.65,15.42,4.97,131.35,0.38,1,4.361111111,4.1675
2.98,605.18,4525.6,2466.15,15.51,4.97,131.24,0.38,1,4.361388889,4.1675
3.03,605.18,4488.98,2469.66,15.33,4.98,131.24,0.37,1,4.361666667,4.1675
3.16,605.18,4488.98,2434.79,15.42,4.98,131.24,0.38,1,4.361944444,4.1675
2.96,605.18,4488.98,2466.15,15.54,4.97,131.3,0.39,1,4.362222222,4.1675
2.94,605.18,4488.98,2473.17,15.66,4.96,131.24,0.38,1,4.3625,4.1675
2.95,605.18,4488.98,2462.65,15.95,4.94,131.3,0.36,1,4.362777778,4.1675
2.95,605.18,4495.06,2455.66,15.42,4.97,131.41,0.27,1,4.363055556,4.1675
2.9,605.18,4495.06,2459.15,15.6,5.03,131.24,0.38,1,4.363333333,4.1675
2.99,605.18,4537.87,2473.17,15.48,5,131.19,0.38,1,4.363611111,4.1675
2.96,605.18,4501.15,2459.15,15.51,4.98,131.35,0.38,1,4.363888889,4.1675
2.89,605.18,4537.87,2469.66,15.51,4.99,131.3,0.38,1,4.364166667,4.1675
2.97,605.18,4537.87,2466.15,15.6,5,131.46,0.38,1,4.364444444,4.1675
3.04,605.18,4519.47,2466.15,15.45,5.01,131.35,0.38,1,4.364722222,4.1675
2.93,605.18,4452.67,2459.15,15.45,5.02,131.3,0.39,1,4.365,4.1675
2.94,605.18,4562.54,2469.66,15.36,5,131.35,0.38,1,4.365277778,4.1675
2.96,605.18,4537.87,2459.15,15.8,5.02,132.02,0.38,1,4.365555556,4.1675
2.95,605.18,4550.18,2469.66,15.71,4.97,131.8,0.38,1,4.365833333,4.1675
2.96,605.18,4537.87,2580.57,15.57,4.99,131.3,0.38,1,4.366111111,4.1675
2.95,605.18,4587.34,2515.64,15.63,5.01,131.41,0.38,1,4.366388889,4.1675
2.95,605.18,4537.87,2469.66,15.54,5,131.46,0.36,1,4.366666667,4.1675
2.97,605.18,4574.92,2466.15,15.66,4.61,131.3,0.37,1,4.366944444,4.1675
2.97,605.18,4574.92,2469.66,15.51,5.11,131.8,0.38,1,4.367222222,4.1675
2.93,605.18,4550.18,2466.15,15.66,4.99,131.52,0.37,1,4.3675,4.1675
2.96,605.18,4574.92,2466.15,15.68,5.04,131.35,0.38,1,4.367777778,4.1675
2.98,605.18,4574.92,2476.68,15.42,4.98,131.46,0.38,1,4.368055556,4.1675
2.95,605.18,4544.03,2476.68,15.36,4.99,131.35,0.38,1,4.368333333,4.1675
2.98,605.18,4599.8,2480.2,15.63,5.01,131.41,0.39,1,4.368611111,4.1675
3.04,605.18,4482.9,2469.66,15.54,4.99,131.41,0.37,1,4.368888889,4.1675
3.13,605.18,4404.75,2459.15,15.51,5.02,131.52,0.38,1,4.369166667,4.1675
3.16,605.18,4587.34,2473.17,15.68,4.97,131.52,0.38,1,4.369444444,4.1675
3.16,605.18,4612.29,2459.15,15.66,5.02,131.46,0.38,1,4.369722222,4.1675
2.98,605.18,4587.34,2466.15,15.6,4.97,131.46,0.38,1,4.37,4.1675
2.92,605.18,4587.34,2476.68,15.54,4.98,131.46,0.38,1,4.370277778,4.1675
2.99,605.18,4587.34,2508.52,15.54,5.01,131.58,0.38,1,4.370555556,4.1675
2.93,605.18,4550.18,2469.66,15.6,5.03,131.35,0.38,1,4.370833333,4.1675
2.96,605.18,4612.29,2473.17,15.48,4.98,131.35,0.38,1,4.371111111,4.1675
2.96,605.18,4624.82,2480.2,15.39,5.02,131.63,0.38,1,4.371388889,4.1675
2.94,605.18,4599.8,2473.17,15.54,5.01,131.35,0.38,1,4.371666667,4.1675
2.97,605.18,4599.8,2469.66,15.77,4.96,131.24,0.37,1,4.371944444,4.1675
2.98,605.18,4612.29,2483.73,15.74,4.99,131.41,0.38,1,4.372222222,4.1675
3.01,605.18,4593.57,2483.73,15.45,5.01,131.41,0.32,1,4.3725,4.1675
3.1,605.18,4612.29,2469.66,15.63,5.03,131.46,0.38,1,4.372777778,4.1675
3.13,605.18,4624.82,2473.17,15.54,5,131.46,0.38,1,4.373055556,4.1675
3.11,605.18,4618.55,2476.68,15.63,5.01,131.52,0.37,1,4.373333333,4.1675
3.15,605.18,4606.04,2487.25,15.68,4.97,131.58,0.38,1,4.373611111,4.1675
3.06,605.18,4618.55,2483.73,15.8,5.02,131.46,0.37,1,4.373888889,4.1675
2.96,605.18,4612.29,2476.68,15.66,5.01,131.41,0.38,1,4.374166667,4.1675
2.96,605.18,4624.82,2490.79,15.66,5,131.63,0.38,1,4.374444444,4.1675
3.04,605.18,4637.38,2480.2,15.42,5.01,131.41,0.38,1,4.374722222,4.1675
3.23,605.18,4649.99,2480.2,15.57,5.02,131.52,0.38,1,4.375,4.1675
3.13,605.18,4550.18,2487.25,15.66,4.99,131.58,0.37,1,4.375277778,4.1675
3.16,605.18,4501.15,2480.2,15.63,5.03,131.52,0.38,1,4.375555556,4.1675
3.16,605.18,4624.82,2473.17,15.45,5.03,131.52,0.38,1,4.375833333,4.1675
2.96,605.18,4618.55,2483.73,15.66,4.99,132.08,0.39,1,4.376111111,4.1675
3.16,605.18,4624.82,2462.65,15.36,5,131.63,0.38,1,4.376388889,4.1675
3.14,605.18,4624.82,2483.73,15.6,4.99,131.52,0.37,1,4.376666667,4.1675
3.14,605.18,4649.99,2473.17,15.77,4.99,131.58,0.32,1,4.376944444,4.1675
3.12,605.18,4624.82,2483.73,15.54,5,131.41,0.38,1,4.377222222,4.1675
3.12,605.18,4618.55,2487.25,15.48,5.02,132.47,0.38,1,4.3775,4.1675
3.08,605.18,4631.1,2480.2,15.54,5,132.24,0.38,1,4.377777778,4.1675
3.04,605.18,4631.1,2483.73,15.51,5.01,131.63,0.38,1,4.378055556,4.1675
3,605.18,4637.38,2483.73,15.77,5,131.52,0.38,1,4.378333333,4.1675
3.03,605.18,4649.99,2497.87,15.68,5.02,131.58,0.38,1,4.378611111,4.1675
3.08,605.18,4656.31,2480.2,15.8,5.01,131.58,0.38,1,4.378888889,4.1675
2.43,605.18,4836.92,2483.73,15.71,5.02,131.52,0.38,1,4.379166667,4.1675
3.07,605.18,4700.77,2487.25,15.77,5.04,131.46,0.38,1,4.379444444,4.1675
3.08,605.18,4643.68,2483.73,15.71,5.03,131.58,0.38,1,4.379722222,4.1675
3.07,605.18,4643.68,2480.2,15.66,5.01,130.86,0.38,1,4.38,4.1675
3.03,605.18,4649.99,2501.41,15.66,5,131.13,0.38,1,4.380277778,4.1675
3.05,605.18,4662.63,2533.53,15.66,5.01,131.69,0.36,1,4.380555556,4.1675
3.11,605.18,4649.99,2494.32,15.77,5.01,131.74,0.38,1,4.380833333,4.1675
3.13,605.18,4643.68,2487.25,15.63,5.03,131.69,0.37,1,4.381111111,4.1675
3.1,605.18,4649.99,2480.2,15.68,5.02,131.74,0.37,1,4.381388889,4.1675
3.11,605.18,4700.77,2487.25,15.66,4.98,131.46,0.38,1,4.381666667,4.1675
3.63,605.18,4662.63,2487.25,15.51,4.98,132.97,0.38,1,4.381944444,4.1675
3.1,605.18,4662.63,2490.79,15.77,5,131.63,0.38,1,4.382222222,4.1675
3.15,605.18,4662.63,2501.41,15.57,5.03,131.63,0.37,1,4.3825,4.1675
3.13,605.18,4662.63,2476.68,15.48,5.03,131.69,0.38,1,4.382777778,4.1675
3.14,605.18,4675.31,2494.32,15.66,5.02,131.63,0.44,1,4.383055556,4.1675
3.13,605.18,4656.31,2494.32,15.74,5.09,131.8,0.38,1,4.383333333,4.1675
3.11,605.18,4675.31,2490.79,15.68,5.03,131.69,0.38,1,4.383611111,4.1675
3.08,605.18,4675.31,2494.32,15.68,5.03,131.74,0.38,1,4.383888889,4.1675
3.11,605.18,4675.31,2494.32,15.68,5.03,131.69,0.38,1,4.384166667,4.1675
2.99,605.18,4668.96,2501.41,15.71,5.01,131.52,0.38,1,4.384444444,4.1675
3.04,605.18,4668.96,2469.66,15.66,4.98,131.69,0.38,1,4.384722222,4.1675
2.96,605.18,4662.63,2487.25,15.66,4.99,131.69,0.38,1,4.385,4.1675
3.13,605.18,4681.66,2490.79,15.68,5.1,131.69,0.38,1,4.385277778,4.1675
3.08,605.18,4357.39,2490.79,15.66,5.04,131.91,0.38,1,4.385555556,4.1675
3.14,605.18,4681.66,2494.32,15.63,5.02,131.8,0.37,1,4.385833333,4.1675
3.1,605.18,4688.02,2501.41,15.63,5.06,132.36,0.38,1,4.386111111,4.1675
3.14,605.18,4668.96,2487.25,15.63,5.02,131.52,0.38,1,4.386388889,4.1675
3.18,605.18,4675.31,2494.32,15.66,5.02,131.74,0.38,1,4.386666667,4.1675
3.16,605.18,4688.02,2497.87,15.63,5.03,131.69,0.39,1,4.386944444,4.1675
3.02,605.18,4713.56,2501.41,15.66,5.04,131.74,0.38,1,4.387222222,4.1675
3.17,605.18,4700.77,2494.32,15.71,5.02,131.85,0.38,1,4.3875,4.1675
2.87,605.18,4688.02,2501.41,15.48,5.03,132.36,0.38,1,4.387777778,4.1675
3.19,605.18,4700.77,2494.32,15.6,5.03,131.85,0.38,1,4.388055556,4.1675
3,605.18,4713.56,2501.41,15.66,5.03,131.63,0.38,1,4.388333333,4.1675
3,605.18,4719.96,2515.64,15.57,5.03,131.8,0.38,1,4.388611111,4.1675
3.03,605.18,4713.56,2494.32,15.66,5.03,131.8,0.38,1,4.388888889,4.1675
3.3,605.18,4574.92,2494.32,15.71,5.03,131.8,0.38,1,4.389166667,4.1675
3.03,605.18,4791.07,2487.25,15.77,5.02,131.74,0.38,1,4.389444444,4.1675
3.07,605.18,4688.02,2494.32,15.68,5.03,131.91,0.36,1,4.389722222,4.1675
3.08,605.18,4713.56,2497.87,15.71,5.02,131.52,0.38,1,4.39,4.1675
3.11,605.18,4726.38,2501.41,15.54,5.04,131.8,0.38,1,4.390277778,4.1675
3.04,605.18,4752.14,2529.94,15.74,5.03,131.8,0.38,1,4.390555556,4.1675
3.11,605.18,4719.96,2501.41,15.71,5.03,131.85,0.38,1,4.390833333,4.1675
3.14,605.18,4732.81,2501.41,15.8,5.03,131.91,0.38,1,4.391111111,4.1675
3.18,605.18,4700.77,2487.25,15.68,5.19,133.31,0.38,1,4.391388889,4.1675
3.22,605.18,4726.38,2519.21,15.66,5.03,132.64,0.38,1,4.391666667,4.1675
3.08,605.18,4726.38,2515.64,15.77,5.03,131.8,0.38,1,4.391944444,4.1675
3.12,605.18,4752.14,2515.64,15.74,5.03,131.91,0.38,1,4.392222222,4.1675
3.14,605.18,4739.24,2494.32,15.66,5.06,131.91,0.38,1,4.3925,4.1675
3.16,605.18,4752.14,2501.41,15.66,5.05,131.91,0.38,1,4.392777778,4.1675
3.13,605.18,4758.61,2497.87,15.86,5.07,132.02,0.38,1,4.393055556,4.1675
3.11,605.18,4745.69,2515.64,15.68,5.06,131.91,0.38,1,4.393333333,4.1675
3.02,605.18,4752.14,2497.87,15.86,5.06,131.96,0.38,1,4.393611111,4.1675
3.07,605.18,4752.14,2515.64,15.77,5.03,131.96,0.38,1,4.393888889,4.1675
3.11,605.18,4758.61,2551.53,15.83,5.07,132.02,0.38,1,4.394166667,4.1675
3,605.18,4765.08,2620.98,15.66,5.08,132.13,0.38,1,4.394444444,4.1675
3.12,605.18,4752.14,2504.96,16.26,5.12,132.13,0.38,1,4.394722222,4.1675
3.05,605.18,4752.14,2497.87,15.77,5.06,132.13,0.38,1,4.395,4.1675
3.05,605.18,4936.76,2501.41,15.71,5.03,131.91,0.38,1,4.395277778,4.1675
3.08,605.18,4700.77,2504.96,15.77,5.04,131.91,0.37,1,4.395555556,4.1675
3.1,605.18,4739.24,2529.94,15.71,5.06,132.3,0.38,1,4.395833333,4.1675
3.04,605.18,4752.14,2515.64,15.74,5.04,131.91,0.38,1,4.396111111,4.1675
3.04,605.18,4765.08,2501.41,15.83,5.05,131.91,0.38,1,4.396388889,4.1675
3.07,605.18,4765.08,2515.64,15.89,5.03,132.08,0.38,1,4.396666667,4.1675
3.05,605.18,4765.08,2497.87,15.77,5.05,131.96,0.36,1,4.396944444,4.1675
3.08,605.18,4707.16,2515.64,15.83,5.03,131.85,0.38,1,4.397222222,4.1675
3.1,605.18,4778.06,2537.12,16.11,5.01,132.02,0.38,1,4.3975,4.1675
3.08,605.18,4771.56,2501.41,15.83,5.13,132.02,0.38,1,4.397777778,4.1675
3.09,605.18,4771.56,2533.53,15.74,5.03,132.08,0.38,1,4.398055556,4.1675
3.09,605.18,4778.06,2529.94,15.92,5.06,132.02,0.38,1,4.398333333,4.1675
3.1,605.18,4784.56,2519.21,15.66,5.06,131.96,0.38,1,4.398611111,4.1675
3.08,605.18,4778.06,2519.21,15.71,5.03,131.96,0.38,1,4.398888889,4.1675
3.12,605.18,4771.56,2537.12,15.8,5.05,132.02,0.38,1,4.399166667,4.1675
3.08,605.18,4765.08,2533.53,15.77,5.06,132.08,0.38,1,4.399444444,4.1675
3.11,605.18,5228.31,2504.96,15.71,5.08,132.08,0.38,1,4.399722222,4.1675
3.11,605.18,4791.07,2537.12,15.8,5.09,131.91,0.38,1,4.4,4.1675
3.11,605.18,4797.59,2540.72,15.83,5.07,132.08,0.38,1,4.400277778,4.1675
3.05,605.18,4791.07,2547.92,15.83,5.06,132.13,0.38,1,4.400555556,4.1675
3.13,605.18,4797.59,2501.41,15.74,5.08,132.08,0.37,1,4.400833333,4.1675
3.12,605.18,4791.07,2544.32,15.8,5.03,132.02,0.37,1,4.401111111,4.1675
3.13,605.18,4791.07,2522.78,15.83,5.08,132.08,0.38,1,4.401388889,4.1675
3.13,605.18,4810.66,2519.21,15.8,5.12,131.91,0.38,1,4.401666667,4.1675
3.16,605.18,4791.07,2537.12,15.8,5.09,132.08,0.37,1,4.401944444,4.1675
3.44,605.18,4804.12,2515.64,15.86,5.09,131.58,0.38,1,4.402222222,4.1675
3.11,605.18,4797.59,2537.12,15.89,5.07,131.91,0.36,1,4.4025,4.1675
3.08,605.18,4797.59,2544.32,15.86,5.09,132.02,0.38,1,4.402777778,4.1675
3.13,605.18,4850.1,2540.72,15.86,5.09,132.24,0.38,1,4.403055556,4.1675
3.07,605.18,4804.12,2544.32,15.89,5.05,132.08,0.38,1,4.403333333,4.1675
3.08,605.18,4804.12,2529.94,15.92,5.08,132.13,0.37,1,4.403611111,4.1675
3.05,605.18,4823.77,2533.53,15.89,5.05,132.19,0.38,1,4.403888889,4.1675
3.1,605.18,4817.21,2540.72,15.95,5.08,132.13,0.38,1,4.404166667,4.1675
3.09,605.18,4810.66,2540.72,15.71,5.08,132.08,0.38,1,4.404444444,4.1675
3.12,605.18,4817.21,2522.78,15.83,5.06,132.08,0.37,1,4.404722222,4.1675
3.11,605.18,4810.66,2573.28,15.83,5.08,132.08,0.38,1,4.405,4.1675
3.12,605.18,4804.12,2544.32,15.83,5.06,132.13,0.38,1,4.405277778,4.1675
3.06,605.18,4836.92,2537.12,15.92,5.06,132.13,0.38,1,4.405555556,4.1675
2.91,605.18,4836.92,2512.08,15.57,5.08,132.36,0.38,1,4.405833333,4.1675
2.94,605.18,4863.33,2540.72,15.8,5.06,132.08,0.38,1,4.406111111,4.1675
2.93,605.18,4916.61,2544.32,15.83,5.1,132.41,0.36,1,4.406388889,4.1675
2.93,605.18,4810.66,2544.32,15.86,5,132.58,0.38,1,4.406666667,4.1675
2.95,605.18,4810.66,2533.53,15.83,5.07,131.91,0.38,1,4.406944444,4.1675
2.93,605.18,4823.77,2533.53,15.86,5.06,132.02,0.38,1,4.407222222,4.1675
2.94,605.18,4823.77,2544.32,15.83,5.07,132.19,0.38,1,4.4075,4.1675
2.95,605.18,4817.21,2544.32,15.6,5.06,132.36,0.37,1,4.407777778,4.1675
2.95,605.18,4830.34,2551.53,15.71,5.08,132.08,0.38,1,4.408055556,4.1675
2.96,605.18,4830.34,2547.92,15.77,5.02,132.24,0.37,1,4.408333333,4.1675
2.93,605.18,4830.34,2522.78,15.77,5.08,131.96,0.38,1,4.408611111,4.1675
2.89,605.18,4830.34,2547.92,15.86,5.1,132.13,0.38,1,4.408888889,4.1675
2.96,605.18,4836.92,2558.76,15.99,5.07,132.13,0.37,1,4.409166667,4.1675
2.93,605.18,4830.34,2544.32,15.77,5.1,132.08,0.37,1,4.409444444,4.1675
3,605.18,4830.34,2544.32,15.89,5.08,132.08,0.37,1,4.409722222,4.1675
2.95,605.18,4856.71,2533.53,15.89,5.04,132.19,0.38,1,4.41,4.1675
2.97,605.18,4883.24,2537.12,15.8,5.07,132.13,0.37,1,4.410277778,4.1675
2.97,605.18,4823.77,2551.53,15.68,5.03,132.02,0.38,1,4.410555556,4.1675
2.96,605.18,4843.5,2544.32,15.95,5.1,132.24,0.38,1,4.410833333,4.1675
2.96,605.18,4830.34,2562.39,15.86,5.07,132.13,0.38,1,4.411111111,4.1675
2.96,605.18,4850.1,2537.12,15.83,5.1,132.19,0.39,1,4.411388889,4.1675
2.97,605.18,4850.1,2558.76,15.92,5.06,132.13,0.38,1,4.411666667,4.1675
2.97,605.18,4863.33,2547.92,15.95,5.09,132.92,0.38,1,4.411944444,4.1675
2.97,605.18,4863.33,2544.32,15.92,5.1,132.19,0.38,1,4.412222222,4.1675
2.99,605.18,4843.5,2551.53,15.77,4.93,132.36,0.38,1,4.4125,4.1675
2.97,605.18,4843.5,2551.53,15.99,5.06,132.36,0.38,1,4.412777778,4.1675
2.97,605.18,4856.71,2551.53,15.89,5.08,132.41,0.37,1,4.413055556,4.1675
2.86,605.18,4863.33,2547.92,15.89,5.1,132.24,0.38,1,4.413333333,4.1675
2.96,605.18,4869.96,2551.53,15.99,5.09,132.47,0.38,1,4.413611111,4.1675
2.96,605.18,4889.9,2555.15,15.89,5.08,132.36,0.37,1,4.413888889,4.1675
2.88,605.18,4950.24,2544.32,15.86,5.1,132.47,0.38,1,4.414166667,4.1675
2.96,605.18,4810.66,2551.53,15.92,5.08,132.24,0.36,1,4.414444444,4.1675
2.96,605.18,4863.33,2551.53,15.83,5.09,132.58,0.39,1,4.414722222,4.1675
2.97,605.18,4883.24,2558.76,15.86,5.07,132.47,0.37,1,4.415,4.1675
2.96,605.18,4876.59,2562.39,15.86,5.08,132.24,0.38,1,4.415277778,4.1675
2.97,605.18,4869.96,2551.53,15.95,5.08,132.19,0.37,1,4.415555556,4.1675
2.9,605.18,4883.24,2555.15,15.92,5.1,132.52,0.37,1,4.415833333,4.1675
2.93,605.18,4843.5,2551.53,15.74,5.1,132.19,0.38,1,4.416111111,4.1675
2.95,605.18,5073.35,2558.76,15.95,5.1,132.19,0.38,1,4.416388889,4.1675
2.96,605.18,5143.16,2551.53,15.8,5.1,132.52,0.38,1,4.416666667,4.1675
3,605.18,4876.59,2551.53,15.95,5.07,132.24,0.37,1,4.416944444,4.1675
2.96,605.18,4869.96,2558.76,15.77,5.09,131.24,0.38,1,4.417222222,4.1675
2.97,605.18,4883.24,2547.92,15.99,5.1,132.3,0.38,1,4.4175,4.1675
2.97,605.18,4863.33,2555.15,15.83,5.06,132.41,0.39,1,4.417777778,4.1675
2.97,605.18,4889.9,2544.32,15.92,5.03,132.41,0.38,1,4.418055556,4.1675
2.97,605.18,4896.56,2551.53,15.86,5.06,132.47,0.38,1,4.418333333,4.1675
2.95,605.18,4876.59,2551.53,15.89,4.96,132.36,0.38,1,4.418611111,4.1675
2.97,605.18,4883.24,2551.53,15.92,5.06,132.69,0.38,1,4.418888889,4.1675
2.96,605.18,4889.9,2551.53,15.89,5.08,132.47,0.38,1,4.419166667,4.1675
2.96,605.18,4889.9,2566.01,15.71,5.08,132.47,0.37,1,4.419444444,4.1675
2.98,605.18,4896.56,2558.76,15.8,5.08,132.36,0.36,1,4.419722222,4.1675
2.9,605.18,4876.59,2566.01,16.11,5.1,132.24,0.38,1,4.42,4.1675
2.94,605.18,4896.56,2562.39,16.08,5.07,132.41,0.38,1,4.420277778,4.1675
2.96,605.18,4643.68,2562.39,15.89,5.08,132.52,0.38,1,4.420555556,4.1675
2.96,605.18,4896.56,2551.53,15.8,5.08,132.47,0.38,1,4.420833333,4.1675
2.96,605.18,4896.56,2555.15,15.95,5.09,132.24,0.38,1,4.421111111,4.1675
2.96,605.18,4883.24,2555.15,15.95,5.09,132.19,0.37,1,4.421388889,4.1675
2.99,605.18,4896.56,2562.39,14.99,5.09,132.52,0.38,1,4.421666667,4.1675
2.97,605.18,4923.32,2349.53,15.95,5.09,132.47,0.38,1,4.421944444,4.1675
2.97,605.18,4896.56,2558.76,15.95,5.09,132.52,0.4,1,4.422222222,4.1675
2.96,605.18,4889.9,2562.39,16.02,5.12,132.47,0.37,1,4.4225,4.1675
2.97,605.18,4936.76,2551.53,15.99,5.07,132.47,0.38,1,4.422777778,4.1675
2.96,605.18,4936.76,2566.01,15.95,5.1,132.47,0.42,1,4.423055556,4.1675
2.95,605.18,4909.92,2573.28,15.92,5.1,132.52,0.38,1,4.423333333,4.1675
2.96,605.18,4909.92,2566.01,15.86,5.09,132.19,0.38,1,4.423611111,4.1675
2.95,605.18,4963.76,2639.53,15.86,5.1,132.52,0.38,1,4.423888889,4.1675
2.97,605.18,4950.24,2573.28,15.63,5.08,132.52,0.39,1,4.424166667,4.1675
